time,Speed,PWM
84.72,-4,200
84.73,0,200
84.74,4,200
84.75,6,200
84.76,7,200
84.77,12,200
84.78,13,200
84.79,13,200
84.8,14,200
84.81,15,200
84.82,15,200
84.83,20,200
84.84,20,200
84.85,22,200
84.86,24,200
84.87,22,200
84.88,24,200
84.89,24,200
84.9,24,200
84.91,24,200
84.92,25,200
84.93,22,200
84.94,27,200
84.95,28,200
84.96,27,200
84.97,23,200
84.98,27,200
84.99,28,200
85,29,200
85.01,25,200
85.02,27,200
85.03,28,200
85.04,29,200
85.05,29,200
85.06,28,200
85.07,31,200
85.08,28,200
85.09,29,200
85.1,24,200
85.11,28,200
85.12,32,200
85.13,31,200
85.14,25,200
85.15,29,200
85.16,29,200
85.17,32,200
85.18,31,200
85.19,30,200
85.2,29,200
85.21,29,200
85.22,31,200
85.23,30,200
85.24,32,200
85.25,30,200
85.26,30,200
85.27,28,200
85.28,29,200
85.29,31,200
85.3,31,200
85.31,27,200
85.32,30,200
85.33,28,200
85.34,30,200
85.35,33,200
85.36,31,200
85.37,31,200
85.38,29,200
85.39,30,200
85.4,26,200
85.41,32,200
85.42,32,200
85.43,30,200
85.44,27,200
85.45,30,200
85.46,29,200
85.47,32,200
85.48,27,200
85.49,31,200
85.5,31,200
85.51,30,200
85.52,29,200
85.53,32,200
85.54,32,200
85.55,30,200
85.56,32,200
85.57,26,200
85.58,33,200
85.59,31,200
85.6,32,200
85.61,27,200
85.62,31,200
85.63,30,200
85.64,33,200
85.65,27,200
85.66,30,200
85.67,31,200
85.68,31,200
85.69,28,200
85.7,32,200
85.71,31,200
85.72,31,200
85.73,32,200
85.74,27,200
85.75,29,200
85.76,32,200
85.77,30,200
85.78,28,200
85.79,30,200
85.8,32,200
85.81,29,200
85.82,27,200
85.83,30,200
85.84,31,200
85.85,31,200
85.86,30,200
85.87,34,200
85.88,31,200
85.89,30,200
85.9,31,200
85.91,25,200
85.92,29,200
85.93,33,200
85.94,31,200
85.95,27,200
85.96,30,200
85.97,31,200
85.98,30,200
85.99,28,200
86,31,200
86.01,31,200
86.02,30,200
86.03,27,200
86.04,31,200
86.05,32,200
86.06,32,200
86.07,31,200
86.08,27,200
86.09,30,200
86.1,29,200
86.11,32,200
86.12,27,200
86.13,32,200
86.14,29,200
86.15,29,200
86.16,28,200
86.17,32,200
86.18,31,200
86.19,31,200
86.2,30,200
86.21,30,200
86.22,32,200
86.23,29,200
86.24,31,200
86.25,27,200
86.26,31,200
86.27,30,200
86.28,32,200
86.29,29,200
86.3,30,200
86.31,31,200
86.32,30,200
86.33,26,200
86.34,31,200
86.35,31,200
86.36,32,200
86.37,32,200
86.38,29,200
86.39,27,200
86.4,30,200
86.41,32,200
86.42,27,200
86.43,31,200
86.44,30,200
86.45,34,200
86.46,29,200
86.47,30,200
86.48,31,200
86.49,31,200
86.5,27,200
86.51,33,200
86.52,31,200
86.53,32,200
86.54,28,200
86.55,30,200
86.56,28,200
86.57,32,200
86.58,31,200
86.59,27,200
86.6,30,200
86.61,32,200
86.62,29,200
86.63,27,200
86.64,32,200
86.65,30,200
86.66,31,200
86.67,27,200
86.68,28,200
86.69,32,200
86.7,31,200
86.71,30,200
86.72,31,200
86.73,30,200
86.74,34,200
86.75,31,200
86.76,27,200
86.77,30,200
86.78,32,200
86.79,31,200
86.8,31,200
86.81,32,200
86.82,32,200
86.83,29,200
86.84,25,200
86.85,30,200
86.86,32,200
86.87,31,200
86.88,31,200
86.89,30,200
86.9,30,200
86.91,29,200
86.92,33,200
86.93,26,200
86.94,32,200
86.95,30,200
86.96,32,200
86.97,26,200
86.98,32,200
86.99,32,200
87,31,200
87.01,27,200
87.02,30,200
87.03,30,200
87.04,32,200
87.05,27,200
87.06,31,200
87.07,30,200
87.08,30,200
87.09,32,200
87.1,28,200
87.11,30,200
87.12,32,200
87.13,30,200
87.14,28,200
87.15,34,200
87.16,32,200
87.17,32,200
87.18,27,200
87.19,29,200
87.2,28,200
87.21,34,200
87.22,31,200
87.23,31,200
87.24,32,200
87.25,30,200
87.26,29,200
87.27,27,200
87.28,31,200
87.29,31,200
87.3,31,200
87.31,27,200
87.32,28,200
87.33,32,200
87.34,32,200
87.35,27,200
87.36,31,200
87.37,30,200
87.38,30,200
87.39,33,200
87.4,29,200
87.41,32,200
87.42,32,200
87.43,31,200
87.44,29,200
87.45,32,200
87.46,30,200
87.47,31,200
87.48,27,200
87.49,30,200
87.5,34,200
87.51,31,200
87.52,27,200
87.53,30,200
87.54,30,200
87.55,31,200
87.56,28,200
87.57,31,200
87.58,30,200
87.59,32,200
87.6,31,200
87.61,27,200
87.62,32,200
87.63,32,200
87.64,29,200
87.65,29,200
87.66,30,200
87.67,30,200
87.68,33,200
87.69,27,200
87.7,31,200
87.71,31,200
87.72,29,200
87.73,33,200
87.74,33,200
87.75,31,200
87.76,30,200
87.77,31,200
87.78,27,200
87.79,32,200
87.8,32,200
87.81,31,200
87.82,27,200
87.83,30,200
87.84,30,200
87.85,32,200
87.86,27,200
87.87,31,200
87.88,30,200
87.89,30,200
87.9,29,200
87.91,32,200
87.92,31,200
87.93,32,200
87.94,31,200
87.95,27,200
87.96,30,200
87.97,32,200
87.98,32,200
87.99,27,200
88,31,200
88.01,30,200
88.02,34,200
88.03,29,200
88.04,30,200
88.05,31,200
88.06,32,200
88.07,27,200
88.08,34,200
88.09,31,200
88.1,31,200
88.11,31,200
88.12,27,200
88.13,31,200
88.14,33,200
88.15,31,200
88.16,29,200
88.17,31,200
88.18,31,200
88.19,29,200
88.2,28,200
88.21,30,200
88.22,31,200
88.23,32,200
88.24,31,200
88.25,30,200
88.26,32,200
88.27,32,200
88.28,31,200
88.29,31,200
88.3,30,200
88.31,30,200
88.32,32,200
88.33,29,200
88.34,29,200
88.35,32,200
88.36,32,200
88.37,26,200
88.38,32,200
88.39,31,200
88.4,31,200
88.41,31,200
88.42,29,200
88.43,33,200
88.44,31,200
88.45,30,200
88.46,29,200
88.47,30,200
88.48,31,200
88.49,32,200
88.5,28,200
88.51,32,200
88.52,29,200
88.53,31,200
88.54,26,200
88.55,32,200
88.56,31,200
88.57,31,200
88.58,28,200
88.59,30,200
88.6,29,200
88.61,31,200
88.62,31,200
88.63,27,200
88.64,30,200
88.65,30,200
88.66,31,200
88.67,29,200
88.68,32,200
88.69,32,200
88.7,30,200
88.71,25,200
88.72,33,200
88.73,31,200
88.74,31,200
88.75,31,200
88.76,31,200
88.77,31,200
88.78,33,200
88.79,32,200
88.8,28,200
88.81,31,200
88.82,29,200
88.83,28,200
88.84,30,200
88.85,32,200
88.86,31,200
88.87,31,200
88.88,28,200
88.89,30,200
88.9,32,200
88.91,31,200
88.92,32,200
88.93,31,200
88.94,30,200
88.95,30,200
88.96,31,200
88.97,29,200
88.98,30,200
88.99,32,200
89,30,200
89.01,29,200
89.02,30,200
89.03,31,200
89.04,32,200
89.05,27,200
89.06,30,200
89.07,31,200
89.08,32,200
89.09,29,200
89.1,30,200
89.11,32,200
89.12,29,200
89.13,32,200
89.14,28,200
89.15,31,200
89.16,31,200
89.17,30,200
89.18,28,200
89.19,33,200
89.2,31,200
89.21,31,200
89.22,27,200
89.23,29,200
89.24,29,200
89.25,33,200
89.26,31,200
89.27,30,200
89.28,32,200
89.29,31,200
89.3,31,200
89.31,28,200
89.32,32,200
89.33,30,200
89.34,31,200
89.35,27,200
89.36,32,200
89.37,32,200
89.38,31,200
89.39,27,200
89.4,30,200
89.41,30,200
89.42,32,200
89.43,32,200
89.44,31,200
89.45,29,200
89.46,30,200
89.47,30,200
89.48,31,200
89.49,33,200
89.5,32,200
89.51,30,200
89.52,27,200
89.53,29,200
89.54,31,200
89.55,31,200
89.56,27,200
89.57,31,200
89.58,31,200
89.59,35,200
89.6,30,200
89.61,32,200
89.62,31,200
89.63,30,200
89.64,29,200
89.65,30,200
89.66,32,200
89.67,30,-200
89.68,16,-200
89.69,1,-200
89.7,-6,-200
89.71,-11,-200
89.72,-14,-200
89.73,-16,-200
89.74,-20,-200
89.75,-22,-200
89.76,-28,-200
89.77,-26,-200
89.78,-29,-200
89.79,-28,-200
89.8,-28,-200
89.81,-32,-200
89.82,-27,-200
89.83,-30,-200
89.84,-32,-200
89.85,-31,-200
89.86,-29,-200
89.87,-34,-200
89.88,-34,-200
89.89,-33,-200
89.9,-28,-200
89.91,-35,-200
89.92,-34,-200
89.93,-34,-200
89.94,-33,-200
89.95,-32,-200
89.96,-35,-200
89.97,-36,-200
89.98,-34,-200
89.99,-30,-200
90,-32,-200
90.01,-36,-200
90.02,-36,-200
90.03,-30,-200
90.04,-34,-200
90.05,-34,-200
90.06,-35,-200
90.07,-34,-200
90.08,-35,-200
90.09,-33,-200
90.1,-37,-200
90.11,-32,-200
90.12,-37,-200
90.13,-37,-200
90.14,-34,-200
90.15,-36,-200
90.16,-32,-200
90.17,-36,-200
90.18,-36,-200
90.19,-32,-200
90.2,-33,-200
90.21,-38,-200
90.22,-35,-200
90.23,-34,-200
90.24,-30,-200
90.25,-36,-200
90.26,-37,-200
90.27,-37,-200
90.28,-34,-200
90.29,-34,-200
90.3,-37,-200
90.31,-37,-200
90.32,-36,-200
90.33,-30,-200
90.34,-34,-200
90.35,-38,-200
90.36,-36,-200
90.37,-32,-200
90.38,-36,-200
90.39,-34,-200
90.4,-36,-200
90.41,-32,-200
90.42,-36,-200
90.43,-34,-200
90.44,-33,-200
90.45,-38,-200
90.46,-35,-200
90.47,-35,-200
90.48,-33,-200
90.49,-32,-200
90.5,-33,-200
90.51,-38,-200
90.52,-37,-200
90.53,-34,-200
90.54,-28,-200
90.55,-37,-200
90.56,-37,-200
90.57,-35,-200
90.58,-31,-200
90.59,-32,-200
90.6,-38,-200
90.61,-37,-200
90.62,-32,-200
90.63,-35,-200
90.64,-33,-200
90.65,-36,-200
90.66,-37,-200
90.67,-30,-200
90.68,-34,-200
90.69,-32,-200
90.7,-38,-200
90.71,-32,-200
90.72,-34,-200
90.73,-32,-200
90.74,-38,-200
90.75,-32,-200
90.76,-36,-200
90.77,-34,-200
90.78,-34,-200
90.79,-36,-200
90.8,-36,-200
90.81,-34,-200
90.82,-34,-200
90.83,-33,-200
90.84,-33,-200
90.85,-36,-200
90.86,-36,-200
90.87,-34,-200
90.88,-29,-200
90.89,-37,-200
90.9,-36,-200
90.91,-34,-200
90.92,-31,-200
90.93,-35,-200
90.94,-38,-200
90.95,-36,-200
90.96,-36,-200
90.97,-36,-200
90.98,-34,-200
90.99,-38,-200
91,-36,-200
91.01,-30,-200
91.02,-34,-200
91.03,-35,-200
91.04,-36,-200
91.05,-33,-200
91.06,-36,-200
91.07,-33,-200
91.08,-33,-200
91.09,-33,-200
91.1,-37,-200
91.11,-37,-200
91.12,-35,-200
91.13,-30,-200
91.14,-37,-200
91.15,-37,-200
91.16,-34,-200
91.17,-33,-200
91.18,-30,-200
91.19,-37,-200
91.2,-36,-200
91.21,-35,-200
91.22,-29,-200
91.23,-34,-200
91.24,-36,-200
91.25,-36,-200
91.26,-30,-200
91.27,-34,-200
91.28,-33,-200
91.29,-37,-200
91.3,-36,-200
91.31,-34,-200
91.32,-33,-200
91.33,-33,-200
91.34,-38,-200
91.35,-32,-200
91.36,-35,-200
91.37,-33,-200
91.38,-36,-200
91.39,-34,-200
91.4,-36,-200
91.41,-35,-200
91.42,-33,-200
91.43,-33,-200
91.44,-37,-200
91.45,-37,-200
91.46,-35,-200
91.47,-35,-200
91.48,-36,-200
91.49,-37,-200
91.5,-36,-200
91.51,-34,-200
91.52,-30,-200
91.53,-38,-200
91.54,-36,-200
91.55,-38,-200
91.56,-32,-200
91.57,-34,-200
91.58,-38,-200
91.59,-36,-200
91.6,-30,-200
91.61,-34,-200
91.62,-35,-200
91.63,-36,-200
91.64,-33,-200
91.65,-34,-200
91.66,-34,-200
91.67,-32,-200
91.68,-38,-200
91.69,-32,-200
91.7,-36,-200
91.71,-35,-200
91.72,-35,-200
91.73,-32,-200
91.74,-36,-200
91.75,-35,-200
91.76,-33,-200
91.77,-29,-200
91.78,-37,-200
91.79,-38,-200
91.8,-37,-200
91.81,-37,-200
91.82,-33,-200
91.83,-37,-200
91.84,-37,-200
91.85,-35,-200
91.86,-30,-200
91.87,-34,-200
91.88,-36,-200
91.89,-37,-200
91.9,-32,-200
91.91,-36,-200
91.92,-37,-200
91.93,-37,-200
91.94,-32,-200
91.95,-34,-200
91.96,-35,-200
91.97,-32,-200
91.98,-36,-200
91.99,-36,-200
92,-35,-200
92.01,-33,-200
92.02,-37,-200
92.03,-32,-200
92.04,-38,-200
92.05,-37,-200
92.06,-34,-200
92.07,-34,-200
92.08,-36,-200
92.09,-37,-200
92.1,-37,-200
92.11,-30,-200
92.12,-38,-200
92.13,-35,-200
92.14,-33,-200
92.15,-30,-200
92.16,-32,-200
92.17,-38,-200
92.18,-37,-200
92.19,-37,-200
92.2,-32,-200
92.21,-33,-200
92.22,-36,-200
92.23,-37,-200
92.24,-32,-200
92.25,-34,-200
92.26,-33,-200
92.27,-37,-200
92.28,-33,-200
92.29,-37,-200
92.3,-35,-200
92.31,-33,-200
92.32,-36,-200
92.33,-37,-200
92.34,-37,-200
92.35,-34,-200
92.36,-34,-200
92.37,-33,-200
92.38,-37,-200
92.39,-36,-200
92.4,-32,-200
92.41,-30,-200
92.42,-37,-200
92.43,-37,-200
92.44,-36,-200
92.45,-29,-200
92.46,-34,-200
92.47,-36,-200
92.48,-37,-200
92.49,-34,-200
92.5,-33,-200
92.51,-33,-200
92.52,-38,-200
92.53,-36,-200
92.54,-31,-200
92.55,-34,-200
92.56,-33,-200
92.57,-36,-200
92.58,-33,-200
92.59,-36,-200
92.6,-33,-200
92.61,-34,-200
92.62,-32,-200
92.63,-38,-200
92.64,-37,-200
92.65,-35,-200
92.66,-30,-200
92.67,-36,-200
92.68,-37,-200
92.69,-35,-200
92.7,-33,-200
92.71,-31,-200
92.72,-36,-200
92.73,-35,-200
92.74,-33,-200
92.75,-30,-200
92.76,-36,-200
92.77,-37,-200
92.78,-37,-200
92.79,-30,-200
92.8,-34,-200
92.81,-36,-200
92.82,-37,-200
92.83,-35,-200
92.84,-35,-200
92.85,-33,-200
92.86,-37,-200
92.87,-37,-200
92.88,-32,-200
92.89,-36,-200
92.9,-34,-200
92.91,-36,-200
92.92,-31,-200
92.93,-36,-200
92.94,-37,-200
92.95,-34,-200
92.96,-33,-200
92.97,-36,-200
92.98,-33,-200
92.99,-34,-200
93,-32,-200
93.01,-38,-200
93.02,-37,-200
93.03,-37,-200
93.04,-34,-200
93.05,-28,-200
93.06,-37,-200
93.07,-35,-200
93.08,-36,-200
93.09,-31,-200
93.1,-32,-200
93.11,-38,-200
93.12,-37,-200
93.13,-32,-200
93.14,-34,-200
93.15,-34,-200
93.16,-37,-200
93.17,-32,-200
93.18,-35,-200
93.19,-33,-200
93.2,-38,-200
93.21,-37,-200
93.22,-32,-200
93.23,-34,-200
93.24,-33,-200
93.25,-33,-200
93.26,-33,-200
93.27,-37,-200
93.28,-36,-200
93.29,-34,-200
93.3,-29,-200
93.31,-37,-200
93.32,-36,-200
93.33,-33,-200
93.34,-33,-200
93.35,-38,-200
93.36,-36,-200
93.37,-37,-200
93.38,-35,-200
93.39,-31,-200
93.4,-37,-200
93.41,-36,-200
93.42,-35,-200
93.43,-28,-200
93.44,-34,-200
93.45,-37,-200
93.46,-37,-200
93.47,-33,-200
93.48,-36,-200
93.49,-34,-200
93.5,-38,-200
93.51,-37,-200
93.52,-37,-200
93.53,-35,-200
93.54,-33,-200
93.55,-36,-200
93.56,-33,-200
93.57,-34,-200
93.58,-33,-200
93.59,-34,-200
93.6,-32,-200
93.61,-38,-200
93.62,-37,-200
93.63,-37,-200
93.64,-30,-200
93.65,-36,-200
93.66,-37,-200
93.67,-35,-200
93.68,-32,-200
93.69,-34,-200
93.7,-38,-200
93.71,-36,-200
93.72,-36,-200
93.73,-32,-200
93.74,-33,-200
93.75,-36,-200
93.76,-37,-200
93.77,-30,-200
93.78,-34,-200
93.79,-32,-200
93.8,-38,-200
93.81,-33,-200
93.82,-36,-200
93.83,-33,-200
93.84,-32,-200
93.85,-38,-200
93.86,-37,-200
93.87,-37,-200
93.88,-34,-200
93.89,-34,-200
93.9,-33,-200
93.91,-36,-200
93.92,-35,-200
93.93,-32,-200
93.94,-30,-200
93.95,-37,-200
93.96,-37,-200
93.97,-36,-200
93.98,-29,-200
93.99,-37,-200
94,-37,-200
94.01,-37,-200
94.02,-34,-200
94.03,-34,-200
94.04,-37,-200
94.05,-37,-200
94.06,-36,-200
94.07,-31,-200
94.08,-32,-200
94.09,-38,-200
94.1,-37,-200
94.11,-32,-200
94.12,-34,-200
94.13,-34,-200
94.14,-36,-200
94.15,-32,-200
94.16,-36,-200
94.17,-33,-200
94.18,-33,-200
94.19,-33,-200
94.2,-37,-200
94.21,-35,-200
94.22,-33,-200
94.23,-34,-200
94.24,-32,-200
94.25,-36,-200
94.26,-35,-200
94.27,-33,-200
94.28,-28,-200
94.29,-38,-200
94.3,-37,-200
94.31,-37,-200
94.32,-30,-200
94.33,-32,-200
94.34,-38,-200
94.35,-37,-200
94.36,-37,-200
94.37,-35,-200
94.38,-33,-200
94.39,-36,-200
94.4,-36,-200
94.41,-30,-200
94.42,-34,-200
94.43,-34,-200
94.44,-36,-200
94.45,-33,-200
94.46,-36,-200
94.47,-37,-200
94.48,-38,-200
94.49,-33,-200
94.5,-36,-200
94.51,-33,-200
94.52,-33,-200
94.53,-33,-200
94.54,-38,-200
94.55,-36,-200
94.56,-36,-200
94.57,-36,-200
94.58,-28,-200
94.59,-37,-200
94.6,-37,-200
94.61,-35,-200
94.62,-28,-200
94.63,-38,-200
94.64,-35,-200
